cpj	id	original	pj	jutjat	prov	num_juzg	poblacion	superficie	densidad	municipios	aut	pro	perc.1yr	perc.5yr	perc.10yr	juzg.unico	v006	v007	v008	v016	v025	v028	v029	v066	v067	v068	v069	v070	v071	v072	v080	v081	v112	v113	v114	v115	v116	v117	v118	v119	v120	v121	v122	v123	v135	v136	v137	v138	v139	v140	v141	v142	v143	v144	v145	v146	v147	v148	v149	v150	v151	v152	v153	v154	v155	v156	v157	v158	v159	v160	v161	v162	v164	v165	v166	v167	v168	v169	v170	v171	v172	v173	v174	v175	v176	v177	v178	v179	v180	v181	v182	v183	v184	v185	v186	v187	v188	v191	v192	v193	v194	v195	v196	v197	v198	v199	v200	v201	v202	v203	v204	v214	v215	years.judge	X0.15	X16.64	X65.y.mas	perc.0.15	perc.16.64	perc.65.	reemplazo	dependencia
4703	II046	1	Medina de Rioseco	Medina de Rioseco	Valladolid	1	20539	2233.62	9.2	64	7	47	-1.06	-3.95	-7.89	1	53	28	1	2	2	1	4	1	1	2	1	1	2	1	1	1	4	4	5	5	4	1	4	1	4	2	3	7	4	4	1	1	5	1	5	5	5	1	5	5	1	5	5	5	1	5	1	5	1	7	2	2	2	3	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1963	2	1	2	9	3	8	11	7	4	0	NA	1893	12779	5867	9.22	62.22	28.57	0.323	0.607
906	II047	1	Briviesca	Briviesca	Burgos	1	17878	1704.11	10.49	67	7	9	-0.57	-0.66	-0.81	1	20	31	2	1	12	1	3	2	1	2	1	1	1	1	4	2	3	4	5	4	4	1	4	2	7	2	5	11	5	1	1	1	6	1	4	6	4	1	4	5	1	3	4	4	1	1	1	1	1	7	3	7	7	3	2	1	1	7	7	7	7	7	7	2	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1966	2	2	0	9	4	7	7	13	4	0	13	2061	11045	4772	11.53	61.78	26.69	0.432	0.619
3702	II048	1	Ciudad Rodrigo	Ciudad Rodrigo 2	Salamanca	2	29767	2847.34	10.45	58	7	37	-0.22	-4.39	-10.86	0	41	41	1	2	12	1	1	1	2	2	1	1	1	1	5	1	3	5	5	5	3	1	1	1	1	7	7	9	1	3	1	4	6	1	4	6	1	1	1	5	1	5	5	1	1	1	1	5	1	7	7	2	4	3	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1976	1	1	0	9	3	6	6	2	5	1	3	2817	17451	9499	9.46	58.63	31.91	0.297	0.706
3705	II049	1	Peñaranda de Bracamonte	Peñaranda de Bracamonte 1	Salamanca	1	20865	1032.02	20.22	33	7	37	-1.04	-3.63	-8.34	0	41	38	1	2	12	1	3	1	1	2	1	1	1	1	5	1	4	4	5	4	3	1	3	1	3	6	10	1	4	5	1	1	5	1	4	5	5	1	4	1	1	4	1	1	1	1	1	1	1	7	1	7	7	3	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	3	1973	1	2	0	14	5	7	10	13	3	1	6	2096	12904	5865	10.05	61.85	28.11	0.357	0.617
502	II050	1	Arenas de San Pedro	Arenas de San Pedro	Ávila	2	35303	1161.6	30.39	24	7	5	0.95	2.84	7.2	0	12	37	1	2	12	1	3	1	2	2	1	1	1	1	5	1	3	5	5	4	2	1	1	2	7	3	5	1	1	6	1	1	6	1	5	6	1	1	1	1	1	5	1	1	5	5	1	1	1	7	2	7	3	1	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	2	1	1972	1	1	1	14	5	7	11	2	2	1	7	4526	21777	9000	12.82	61.69	25.49	0.503	0.621
406	II051	1	Vélez-Rubio	Vélez-Rubio	Almería	1	12688	1145.46	11.08	4	1	4	-0.31	0.96	6.13	1	12	36	1	2	10	2	6	2	1	2	1	1	1	1	4	1	5	4	4	5	4	1	4	2	7	2	2	1	1	4	1	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	6	4	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	2	2	1971	2	2	0	14	5	3	11	1	4	0	6	1629	7876	3183	12.84	62.07	25.09	0.512	0.611
404	II052	1	Vera	Vera	Almería	3	66635	924.41	72.08	10	1	4	1.92	19.46	51.48	0	4	34	1	2	10	2	6	2	1	2	1	1	1	1	5	1	5	4	5	4	4	1	2	2	7	10	2	1	5	5	5	1	6	1	5	6	1	1	5	6	1	4	5	1	5	6	5	1	1	7	6	7	4	4	2	2	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	4	2	5	1969	2	1	0	14	5	3	7	10	4	1	8	11038	45211	10386	16.56	67.85	15.59	1.063	0.474
1806	II053	1	Baza	Baza	Granada	2	42416	1731.49	24.5	8	1	18	-0.23	-1.06	2.52	0	33	37	1	2	10	2	6	1	1	2	1	1	1	1	3	1	5	5	5	5	4	1	3	1	2	1	3	2	1	4	1	6	6	1	6	5	1	1	4	4	1	1	4	4	1	1	1	1	1	2	2	7	1	7	2	3	2	7	7	7	7	7	7	7	7	7	7	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1971	1	1	2	2	5	1	11	11	4	1	5	6187	27484	8745	14.59	64.8	20.62	0.707	0.543
1802	II054	1	Guadix	Guadix	Granada	2	49199	2130.86	23.09	33	1	18	0.4	-0.87	-1.84	0	17	37	1	2	10	2	6	1	1	2	1	1	1	1	2	1	5	5	5	5	5	1	5	1	3	2	1	3	1	5	1	1	6	1	1	6	1	1	5	5	1	5	5	1	6	5	1	1	1	7	1	1	1	6	2	1	1	1	1	7	7	7	7	2	3	7	7	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	3	2	4	1972	2	1	0	2	2	3	3	3	3	1	5	6945	31890	10364	14.12	64.82	21.07	0.67	0.543
2911	II055	1	Archidona	Archidona	Málaga	1	29658	438.8	67.59	7	1	29	-0.27	2.4	7.91	1	17	35	1	2	10	2	6	2	1	2	1	1	1	1	5	1	4	4	4	3	4	1	3	1	2	3	3	1	1	5	1	1	6	1	2	6	5	1	4	6	1	5	3	3	6	1	1	1	1	1	3	2	2	7	2	2	1	7	7	7	2	5	7	2	7	2	7	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	2	1970	2	1	2	2	4	4	11	2	5	0	7	4628	19229	5801	15.6	64.84	19.56	0.798	0.542
2902	II056	1	Vélez-Málaga	Vélez-Málaga 2	Málaga	5	102637	529.8	193.73	17	1	29	1.59	11.99	31.75	0	35	36	1	2	10	1	3	2	1	2	1	1	1	1	3	1	5	4	5	5	4	1	4	1	5	3	3	3	1	5	1	5	5	1	5	6	5	1	4	6	1	6	1	1	1	1	1	1	1	7	3	3	1	3	2	2	1	7	7	7	2	7	7	1	7	7	7	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1972	2	1	0	2	5	7	11	2	4	1	6	17235	68398	17004	16.79	66.64	16.57	1.014	0.501
1805	II057	0	Órgiva	Órgiva 1	Granada	2	26020	1178.12	22.09	26	1	18	0.22	1.57	1.37	0	12	38	1	1	10	2	6	1	1	2	1	1	1	1	4	1	3	4	7	4	4	1	5	2	7	3	3	3	1	6	1	1	6	1	6	6	1	1	6	6	1	5	1	1	1	1	1	1	1	7	7	7	7	3	2	3	1	7	7	7	7	7	7	2	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	4	1973	1	2	0	17	5	3	3	13	4	1	4	3337	16887	5796	12.82	64.9	22.28	0.576	0.541
1805	II058	1	Órgiva	Órgiva 2	Granada	2	26020	1178.12	22.09	26	1	18	0.22	1.57	1.37	0	12	38	1	2	10	1	1	1	2	1	1	1	1	1	3	1	2	4	4	5	4	1	5	2	7	2	2	2	1	1	1	1	5	5	5	5	4	1	5	5	1	2	1	1	1	5	1	1	2	7	7	7	7	7	2	3	2	7	7	7	7	7	7	7	7	7	7	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	3	1972	1	1	1	14	5	3	11	1	4	1	4	3337	16887	5796	12.82	64.9	22.28	0.576	0.541
2901	II059	1	Antequera	Antequera	Málaga	3	85497	1718.8	49.74	12	1	29	0.1	4.34	11.9	0	17	24	2	1	10	2	6	2	2	2	1	1	1	2	4	1	4	4	5	5	3	1	1	1	5	2	2	1	1	6	1	5	5	1	5	5	1	1	1	5	1	1	1	1	1	5	1	1	1	7	5	4	5	5	2	3	2	7	7	7	7	7	7	7	7	7	7	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	4	2	5	1960	1	1	3	2	5	2	11	7	5	1	18	14549	56576	14372	17.02	66.17	16.81	1.012	0.511
1304	II060	1	Manzanares	Manzanares	Ciudad Real	2	46832	896.68	52.23	6	8	13	-0.17	1.55	5.35	0	12	34	1	2	10	2	6	1	1	2	1	1	1	1	5	1	5	4	5	4	4	1	4	2	7	2	11	11	1	1	1	5	5	1	1	6	1	1	5	5	1	5	1	1	1	1	1	1	1	1	2	1	3	7	2	1	1	7	7	7	7	7	7	2	7	7	7	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1967	2	1	2	14	5	9	11	3	5	1	8	7729	30935	8168	16.5	66.06	17.44	0.946	0.514
1603	II061	1	Motilla del Palancar	Motilla del Palancar 1	Cuenca	2	41010	2816.44	14.56	36	8	16	0.63	4.44	10.46	0	10	35	1	2	10	2	7	1	1	2	1	1	1	1	3	1	4	4	5	4	4	1	4	1	1	1	3	10	1	1	1	1	5	1	1	5	1	1	1	5	1	1	1	1	1	1	1	1	1	1	2	1	6	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	4	1970	2	2	0	8	4	3	3	13	5	1	7	6168	26300	8542	15.04	64.13	20.83	0.722	0.559
1308	II062	1	Tomelloso	Tomelloso 2	Ciudad Real	3	60701	896.95	67.67	4	8	13	0.67	8.26	25.23	0	12	37	2	1	10	2	6	3	1	1	1	1	1	1	3	1	4	3	3	4	3	1	3	1	1	3	3	3	1	1	1	5	5	1	1	6	1	1	5	5	1	5	1	1	1	1	1	1	1	3	3	1	2	7	1	1	1	7	7	7	7	7	7	7	7	7	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	3	1973	1	2	0	14	5	1	3	13	5	1	5	10352	40807	9542	17.05	67.23	15.72	1.085	0.488
4801	II063	0	Durango	Durango 2	Bizkaia	6	107741	503.88	213.82	23	16	48	0.54	4.25	7.57	0	17	32	1	2	10	2	6	2	2	1	1	1	1	1	2	1	5	5	5	5	5	2	7	2	7	7	11	3	1	1	1	1	1	6	1	5	5	1	1	1	1	1	1	1	1	1	7	7	1	1	7	7	1	7	2	3	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1967	1	1	0	2	4	7	11	3	6	1	10	16188	72413	19140	15.02	67.21	17.76	0.846	0.488
4801	II064	0	Durango	Durango 4	Bizkaia	6	107741	503.88	213.82	23	16	48	0.54	4.25	7.57	0	14	36	1	2	10	2	6	1	2	2	1	1	1	1	2	1	3	5	5	5	6	1	4	1	3	1	2	3	5	1	1	5	5	5	5	5	1	1	5	5	5	5	1	5	1	1	1	1	1	2	7	7	4	3	2	2	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1971	1	1	0	17	4	3	2	2	6	1	6	16188	72413	19140	15.02	67.21	17.76	0.846	0.488
3008	II065	1	Molina de Segura	Molina de Segura 3	Murcia	6	133366	274.42	485.99	6	14	30	1.14	14.42	35.85	0	34	35	1	2	10	2	6	2	1	2	1	1	1	1	3	1	3	2	4	5	4	1	2	1	2	2	7	2	1	1	1	3	3	1	3	6	1	1	1	6	1	4	1	1	1	1	1	1	1	7	4	7	7	7	2	2	2	7	7	7	7	7	7	7	7	7	7	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	3	2	3	1970	2	2	0	8	4	3	11	2	3	1	7	26285	92158	14923	19.71	69.1	11.19	1.761	0.447
3009	II066	1	Totana	Totana 2	Murcia	4	91933	1025.59	89.64	5	14	30	1.32	10.41	38.91	0	33	31	2	2	10	1	1	2	2	2	1	1	1	1	2	1	3	4	4	4	4	1	4	1	3	1	1	1	1	1	1	1	5	1	4	6	2	1	4	6	1	5	1	1	1	1	1	1	1	7	4	4	7	7	2	3	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1966	2	1	2	2	5	10	11	10	4	1	11	16134	61436	14363	17.55	66.83	15.62	1.123	0.496
3003	II067	1	Cieza	Cieza	Murcia	4	76916	1139.4	67.51	9	14	30	0.53	4.44	11.66	0	12	38	1	2	10	2	6	2	1	2	1	1	1	1	2	1	5	4	4	4	4	1	3	2	7	3	3	1	1	1	1	1	5	1	4	6	1	1	1	5	1	5	1	1	1	1	1	1	1	7	2	7	7	7	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	3	1973	2	1	0	14	5	3	10	3	3	1	4	13385	50678	12853	17.4	65.89	16.71	1.041	0.518
3001	II068	1	Caravaca de la Cruz	Caravaca	Murcia	3	61791	2298.52	26.88	4	14	30	-0.41	4.39	12.83	0	34	34	2	2	10	2	6	1	2	2	1	1	1	1	3	2	3	4	5	4	4	1	2	1	2	2	3	3	1	1	1	1	5	1	5	4	1	1	5	6	1	1	5	1	1	1	1	1	1	7	4	7	2	4	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1967	2	1	2	15	1	2	11	7	3	1	8	10385	40193	11213	16.81	65.05	18.15	0.926	0.537
3010	II069	1	Jumilla	Jumilla	Murcia	2	25926	969	26.76	1	14	30	-0.34	7.47	16.52	1	34	35	1	2	10	2	6	2	1	2	1	1	1	1	3	1	4	4	5	4	4	1	3	1	2	2	11	1	1	5	1	5	6	1	6	6	1	1	5	5	1	5	1	1	1	1	1	1	1	7	4	4	4	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1970	2	1	0	15	4	7	11	7	4	0	7	4843	17674	3409	18.68	68.17	13.15	1.421	0.467
3007	II070	1	Yecla	Yecla	Murcia	2	34813	605.64	57.48	1	14	30	-0.38	2.5	12.77	0	34	39	1	2	10	2	6	2	2	1	1	1	1	1	4	1	3	3	4	4	3	1	4	1	4	1	2	11	1	5	1	5	5	1	5	6	1	1	5	5	1	3	1	1	1	5	1	1	1	7	5	1	5	7	2	2	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	3	2	2	1974	2	1	0	2	4	3	3	2	3	1	3	7012	22962	4839	20.14	65.96	13.9	1.449	0.516
3005	II071	1	Mula	Mula	Murcia	2	37128	809.97	45.84	5	14	30	0.17	4.93	14.77	0	34	36	1	2	10	1	1	2	1	2	1	1	1	1	4	1	2	3	5	4	4	1	4	1	4	1	2	2	1	1	1	1	5	1	5	6	1	1	6	5	1	3	6	6	1	5	1	1	1	7	5	5	7	7	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1971	2	3	0	15	4	2	3	13	5	1	6	6718	24315	6095	18.09	65.49	16.42	1.102	0.527
3008	II072	1	Molina de Segura	Molina de Segura 1	Murcia	6	133366	274.42	485.99	6	14	30	1.14	14.42	35.85	0	34	39	1	2	10	1	1	1	2	2	1	1	1	1	1	1	5	5	5	5	5	1	2	1	2	2	10	12	1	1	1	5	5	1	5	6	1	1	1	5	1	5	1	1	1	1	1	1	1	7	2	7	7	7	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	6	2	4	1974	1	2	0	12	4	5	10	13	4	1	3	26285	92158	14923	19.71	69.1	11.19	1.761	0.447
3812	II073	1	Arona	Arona	Tenerife	10	153143	383.38	399.45	4	5	38	-1.71	12.14	70.19	0	54	36	1	2	10	1	5	1	1	2	1	1	2	1	1	2	3	4	5	5	4	1	2	1	3	1	12	12	1	5	6	5	6	1	2	6	1	6	5	6	1	5	1	1	1	1	1	1	1	7	7	7	7	7	2	6	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	3	1971	2	1	0	3	5	7	7	7	4	1	6	23337	110905	18901	15.24	72.42	12.34	1.235	0.381
3801	II074	1	Granadilla de Abona	Granadilla de Abona 4	Las Palmas	4	68440	439.5	155.72	4	5	38	1.69	21.75	83.12	0	12	40	1	1	10	1	3	1	1	1	1	1	2	1	1	1	5	4	5	5	4	1	1	1	5	2	1	3	1	1	1	5	5	1	5	5	1	1	1	5	1	5	1	1	1	1	1	1	1	7	7	7	4	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	4	1974	2	1	0	14	5	3	3	4	4	1	2	11822	49258	7360	17.27	71.97	10.75	1.606	0.389
3801	II075	1	Granadilla de Abona	Granadilla de Abona 2	Las Palmas	4	68440	439.5	155.72	4	5	38	1.69	21.75	83.12	0	43	34	2	2	10	1	4	1	1	2	1	1	1	1	2	1	4	4	4	5	4	1	5	1	5	1	12	12	1	1	1	1	6	5	5	5	1	1	1	6	1	5	5	4	1	1	1	1	1	7	3	7	7	7	1	6	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	4	1969	2	1	0	6	3	10	3	12	3	1	8	11822	49258	7360	17.27	71.97	10.75	1.606	0.389
3811	II076	1	Güímar	Güímar 1	Tenerife	3	52639	231.49	227.39	4	5	38	2.59	14.5	44.96	0	26	24	2	1	10	2	6	2	1	2	1	1	2	1	2	2	5	5	5	5	4	1	4	1	4	1	2	11	6	6	1	1	6	1	6	6	1	1	6	6	1	6	5	5	1	5	1	1	1	7	3	7	7	7	2	6	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	3	4	1960	2	1	0	6	3	12	11	7	5	1	18	8195	36437	8007	15.57	69.22	15.21	1.023	0.445
3504	II077	0	Santa María de Guía de Gran Canaria	Santa María de Guía 1	Las Palmas	4	61158	305.12	200.44	5	5	35	0.03	3.04	4.06	0	4	37	1	2	10	2	6	2	1	2	1	1	1	1	1	1	5	5	7	5	4	1	4	1	6	1	2	10	1	1	3	1	5	1	5	5	1	1	4	5	1	5	1	1	1	1	1	1	1	7	7	7	7	3	2	3	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	4	1972	2	1	1	14	5	10	11	2	5	1	5	9175	41834	10149	15	68.4	16.59	0.904	0.462
3507	II078	1	Arucas	Arucas 2	Las Palmas	2	64869	266.59	243.33	6	5	35	0.49	4.83	8.96	0	58	38	1	2	10	2	6	1	1	2	1	1	1	1	2	1	5	4	5	5	5	1	4	1	3	12	12	12	1	1	1	1	6	3	3	4	1	1	5	1	1	5	4	5	7	5	7	7	1	7	7	7	3	3	2	3	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	3	1973	2	1	0	6	4	3	3	3	5	1	4	9988	44986	9895	15.4	69.35	15.25	1.009	0.442
3504	II079	0	Santa María de Guía de Gran Canaria	Santa María de Guía 2	Las Palmas	4	61158	305.12	200.44	5	5	35	0.03	3.04	4.06	0	43	35	1	2	10	1	3	2	1	2	1	2	1	1	1	1	5	4	5	5	5	1	4	1	4	3	3	1	6	5	1	1	6	1	6	6	1	1	4	6	1	4	5	4	3	3	1	1	1	1	3	7	7	3	2	6	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	4	1970	2	2	0	6	4	10	3	13	4	1	7	9175	41834	10149	15	68.4	16.59	0.904	0.462
3507	II080	1	Arucas	Arucas 1	Las Palmas	2	64869	266.59	243.33	6	5	35	0.49	4.83	8.96	0	44	37	1	1	10	2	6	1	1	2	1	1	1	1	2	1	5	3	5	5	4	1	4	1	3	1	3	12	1	1	1	1	6	1	4	6	1	1	1	5	5	1	4	1	1	1	1	1	1	7	3	7	7	7	2	4	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	3	4	1972	1	2	0	18	5	12	12	13	6	1	5	9988	44986	9895	15.4	69.35	15.25	1.009	0.442
3506	II081	0	San Bartolomé de Tirajana	San Bartolomé de Tirajana 2	Las Palmas	9	78089	505.57	154.46	2	5	35	2.85	21.09	41.6	0	41	38	2	2	10	2	6	2	1	2	1	1	1	1	2	2	4	4	4	4	6	1	3	2	7	12	12	12	1	1	1	5	5	1	5	5	1	1	1	5	1	1	1	1	1	1	1	1	2	7	7	7	7	7	2	6	3	7	7	7	7	7	7	7	7	7	7	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1973	1	2	0	9	4	13	13	13	3	1	4	11246	56987	9856	14.4	72.98	12.62	1.141	0.37
3506	II082	1	San Bartolomé de Tirajana	San Bartolomé de Tirajana 8	Las Palmas	9	78089	505.57	154.46	2	5	35	2.85	21.09	41.6	0	58	40	1	2	10	2	6	2	1	2	1	1	2	1	1	1	5	4	5	5	4	1	2	1	5	2	2	2	1	1	1	5	5	5	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	7	4	7	3	7	2	6	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	4	1975	2	2	0	6	4	5	11	13	5	1	2	11246	56987	9856	14.4	72.98	12.62	1.141	0.37
1203	II083	1	Vinaròs	Vinaròs 1	Castelló	6	92295	2388.79	38.64	34	10	12	0.5	9.22	25.07	0	51	39	1	2	10	1	2	1	2	1	1	1	1	1	3	2	5	5	1	5	5	2	7	1	2	2	2	2	1	6	1	1	5	1	1	5	2	1	3	3	1	1	1	1	1	1	1	1	1	7	1	7	7	1	1	1	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	4	1	5	1973	2	1	0	18	5	6	6	1	2	1	3	14023	60539	17733	15.19	65.59	19.21	0.791	0.525
4609	II084	0	Carlet	Carlet 1	València	4	82309	161.83	508.61	7	10	46	0.12	3.72	12.56	0	51	36	1	1	10	1	1	1	2	1	1	1	1	1	5	1	5	5	5	5	5	1	5	1	5	1	3	3	2	4	5	6	6	1	5	6	1	1	4	6	1	5	6	4	6	6	6	1	1	7	5	7	7	5	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	3	2	5	1971	2	1	0	18	5	3	11	3	5	1	6	13045	55879	13385	15.85	67.89	16.26	0.975	0.473
1205	II085	1	Vila-real	Vila-Real 2	Castelló	6	86601	102.11	848.11	2	10	12	0.39	7.71	24.83	0	24	36	1	2	10	2	6	1	2	1	1	1	1	1	1	1	5	3	5	5	3	1	2	1	5	3	2	6	1	2	1	5	6	1	4	4	1	1	6	6	1	4	1	1	1	1	1	1	1	7	7	7	7	2	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	5	1970	2	2	0	18	4	9	10	13	2	1	6	15582	58319	12700	17.99	67.34	14.66	1.227	0.485
1205	II086	1	Vila-real	Vila-Real 3	Castelló	6	86601	102.11	848.11	2	10	12	0.39	7.71	24.83	0	2	34	1	2	10	2	6	2	2	1	1	1	1	1	3	2	1	3	4	5	4	1	3	2	5	3	2	2	5	4	1	5	6	1	5	5	1	1	6	6	1	4	4	4	1	6	1	1	1	7	1	7	1	1	2	2	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	4	1	5	1969	1	2	0	3	4	1	3	1	4	1	8	15582	58319	12700	17.99	67.34	14.66	1.227	0.485
4609	II087	1	Carlet	Carlet 3	València	4	82309	161.83	508.61	7	10	46	0.12	3.72	12.56	0	41	39	1	2	10	2	6	1	1	2	1	1	1	1	3	1	5	3	5	3	6	1	5	1	5	3	3	3	6	1	1	1	6	1	6	4	1	1	1	4	1	1	3	1	1	1	1	1	1	7	1	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	5	2	5	1974	2	2	0	5	4	6	6	13	5	1	3	13045	55879	13385	15.85	67.89	16.26	0.975	0.473
4601	II088	1	Llíria	Llíria 3	València	6	166356	2524.09	65.91	41	10	46	2.22	13.81	38.92	0	44	33	1	1	10	2	6	1	2	1	1	1	1	1	3	1	5	3	5	4	4	1	4	1	1	1	7	11	1	5	1	1	4	1	3	6	1	1	3	5	1	4	6	4	1	1	1	1	1	7	7	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	5	2	4	1971	2	2	0	18	5	6	11	13	4	1	9	29109	113296	23951	17.5	68.1	14.4	1.215	0.468
4607	II089	1	Sagunto	Sagunt 3	València	5	90250	271.21	332.77	16	10	46	-0.05	7.73	21.71	0	51	36	1	2	10	1	1	1	1	2	1	1	1	1	1	1	5	5	5	5	4	1	5	1	2	11	10	2	1	5	1	5	5	5	5	6	4	1	5	4	1	5	4	1	1	1	1	1	1	7	7	7	7	1	2	1	2	7	7	7	7	7	7	7	7	7	7	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	4	1971	2	1	1	14	5	3	11	3	5	1	6	13423	60514	16313	14.87	67.05	18.08	0.823	0.491
4101	II090	1	Osuna	Osuna	Sevilla	2	39385	895.27	43.99	8	1	41	0.02	1.22	2.3	0	59	39	1	2	10	2	6	1	2	2	1	1	1	1	5	1	5	5	5	5	4	1	5	1	3	3	3	1	5	1	1	1	6	1	5	6	5	1	5	1	1	5	5	5	1	1	1	1	1	1	5	3	3	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	3	1974	1	1	1	2	4	2	3	3	5	1	3	7092	25589	6704	18.01	64.97	17.02	1.058	0.539
4109	II091	1	Utrera	Utrera	Sevilla	4	97554	928.11	105.11	4	1	41	0.77	6.7	12.46	0	59	39	1	2	10	2	6	1	1	2	1	1	1	1	4	1	4	4	5	4	4	1	3	2	7	1	1	1	1	1	1	1	5	1	5	5	1	1	4	1	1	5	1	1	1	1	1	1	1	7	3	7	3	7	2	1	2	7	7	7	7	7	7	7	7	7	7	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	5	1974	2	1	0	2	4	9	10	3	4	1	3	19120	66041	12393	19.6	67.7	12.7	1.543	0.477
4610	II092	1	Xàtiva	Xàtiva 2	València	4	91977	1131.98	81.25	26	10	46	0.25	5.28	11.14	0	51	36	2	1	10	1	2	1	1	2	1	1	1	1	1	1	5	3	5	4	4	1	2	2	7	3	3	1	1	1	1	4	4	1	4	5	5	1	1	1	1	5	1	1	1	1	1	1	1	3	3	1	2	3	2	3	2	7	7	7	7	7	7	7	7	7	7	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1972	2	1	2	18	4	13	13	13	3	1	6	13440	62276	16261	14.61	67.71	17.68	0.827	0.477
